,itemA,itemB,freqAB,supportAB,freqA,supportA,freqB,supportB,confidenceAtoB,confidenceBtoA,lift
1210,"Granola Bar, Fig, Cranberry & Hazelnut",Tangerine,6,0.019019844037278896,8,0.025359792049705194,67,0.21238825841628098,0.75,0.08955223880597016,3.531268656716418
1205,Yerba Mate Orange Exuberance Tea,Tangerine,6,0.019019844037278896,8,0.025359792049705194,67,0.21238825841628098,0.75,0.08955223880597016,3.531268656716418
834,100% Raw Coconut Water,Base Cookie Dough Protein Bar,6,0.019019844037278896,67,0.21238825841628098,8,0.025359792049705194,0.08955223880597016,0.75,3.531268656716418
1211,Builder's Chocolate Peanut Butter Bar,Tangerine,6,0.019019844037278896,8,0.025359792049705194,67,0.21238825841628098,0.75,0.08955223880597016,3.531268656716418
852,100% Raw Coconut Water,Builder's Chocolate Peanut Butter Bar,6,0.019019844037278896,67,0.21238825841628098,8,0.025359792049705194,0.08955223880597016,0.75,3.531268656716418
819,100% Raw Coconut Water,"Granola Bar, Fig, Cranberry & Hazelnut",6,0.019019844037278896,67,0.21238825841628098,8,0.025359792049705194,0.08955223880597016,0.75,3.531268656716418
57309,Woodbridge Cabernet Sauvignon,Premium Selects Brussels Sprouts,5,0.015849870031065746,28,0.08875927217396817,16,0.05071958409941039,0.17857142857142858,0.3125,3.5207589285714285
63234,Pomegranate Arils,Blood Oranges,5,0.015849870031065746,56,0.17751854434793635,8,0.025359792049705194,0.08928571428571429,0.625,3.5207589285714285
63412,Original Spray,Organic Deep Green Blends Power Greens,11,0.03486971406834464,47,0.148988778292018,21,0.06656945413047613,0.23404255319148934,0.5238095238095238,3.5157649442755825
54479,Lowfat Kefir Smoothie Blueberry,Classic Scent Liquid Dish Soap,6,0.019019844037278896,49,0.1553287263044443,11,0.03486971406834464,0.12244897959183675,0.5454545454545455,3.511614100185529
50942,Brownie Bliss,Chicken Fingers,6,0.019019844037278896,20,0.06339948012426298,27,0.08558929816775503,0.30000000000000004,0.22222222222222224,3.5051111111111113
12029,Light Fridge Pack Lemonade,Fat Free Classic Ranch Dressing,4,0.012679896024852597,72,0.22823812844734673,5,0.015849870031065746,0.05555555555555556,0.8,3.5051111111111113
25799,Medium Breakfast Blend Ground Coffee,Chunky Peanut Butter Chocolate High Protein Bars,8,0.025359792049705194,80,0.25359792049705193,9,0.02852976605591834,0.1,0.888888888888889,3.5051111111111113
35200,Organic Summer Strawberry Kefir,Parmesan Couscous Mix,4,0.012679896024852597,18,0.05705953211183668,20,0.06339948012426298,0.22222222222222224,0.2,3.5051111111111113
40884,Classic 100% Whole Wheat  Bread,Tropical Punch,4,0.012679896024852597,20,0.06339948012426298,18,0.05705953211183668,0.2,0.22222222222222224,3.5051111111111113
31801,Racer 5 IPA,Micro Craft Beer,7,0.022189818043492043,42,0.13313890826095226,15,0.047549610093197234,0.16666666666666666,0.4666666666666667,3.5051111111111113
31816,Enlightened Organic Raw Kombucha,Mystic Mango Kombucha,12,0.03803968807455779,40,0.12679896024852597,27,0.08558929816775503,0.30000000000000004,0.4444444444444445,3.5051111111111113
16103,Ice Peppermint Gum,Spicy Red Pepper,4,0.012679896024852597,18,0.05705953211183668,20,0.06339948012426298,0.22222222222222224,0.2,3.5051111111111113
66758,Ranch Dip,Luau BBQ Potato Chips,4,0.012679896024852597,10,0.03169974006213149,36,0.11411906422367336,0.4,0.11111111111111112,3.5051111111111113
16097,Ice Peppermint Gum,All Whites 100% Liquid Egg Whites,4,0.012679896024852597,18,0.05705953211183668,20,0.06339948012426298,0.22222222222222224,0.2,3.5051111111111113
33587,Organic Black Cherry Lowfat Yogurt,"Miniature Dog Treats, Chicken Formula",7,0.022189818043492043,21,0.06656945413047613,30,0.09509922018639447,0.3333333333333333,0.23333333333333334,3.5051111111111113
51353,Pepper Jack Cheese Slices,Premium Light Beer,4,0.012679896024852597,10,0.03169974006213149,36,0.11411906422367336,0.4,0.11111111111111112,3.5051111111111113
3514,Single Serve Cheese Pizza,Organic Beans & Rice Cheddar Cheese Burrito,6,0.019019844037278896,20,0.06339948012426298,27,0.08558929816775503,0.30000000000000004,0.22222222222222224,3.5051111111111113
57520,Enlightened Organic Raw Kombucha,Kombucha Gingerade,4,0.012679896024852597,40,0.12679896024852597,9,0.02852976605591834,0.1,0.4444444444444445,3.5051111111111113
32174,Apple Cider Vinegar & Limeade Drink,Organic Greek Whole Milk Blended Vanilla Bean Yogurt,9,0.02852976605591834,30,0.09509922018639447,27,0.08558929816775503,0.3,0.3333333333333333,3.5051111111111113
7051,Cran-Apple Juice Drink,Turkey,8,0.025359792049705194,40,0.12679896024852597,18,0.05705953211183668,0.2,0.4444444444444445,3.5051111111111113
60784,Hi-Chew Strawberry Green Apple Grape Fruit,"Variety Box (4 of each: Original, White Cheddar & Cheddar Jack)",8,0.025359792049705194,36,0.11411906422367336,20,0.06339948012426298,0.22222222222222224,0.4,3.5051111111111113
18973,Green Tea Bags,Kids Soft and Chewy Candy,4,0.012679896024852597,18,0.05705953211183668,20,0.06339948012426298,0.22222222222222224,0.2,3.5051111111111113
45353,Non-Fat Greek Yogurt With Strawberries on the Bottom,Low Fat Key Lime Blended Greek Yogurt,9,0.02852976605591834,81,0.25676789450326504,10,0.03169974006213149,0.11111111111111112,0.8999999999999999,3.5051111111111113
63231,Lemon with Electrolytes & Vitamins Water Beverage,Antibacterial Singles,4,0.012679896024852597,60,0.19019844037278894,6,0.019019844037278896,0.06666666666666668,0.6666666666666666,3.505111111111111
1149,Revel Berry Yerba Mate,Kellogg's Pop-Tarts Frosted Strawberry Pastries,5,0.015849870031065746,9,0.02852976605591834,50,0.15849870031065746,0.5555555555555556,0.09999999999999999,3.505111111111111
1148,French Vanilla Yogurt Vanilla,Kellogg's Pop-Tarts Frosted Strawberry Pastries,5,0.015849870031065746,9,0.02852976605591834,50,0.15849870031065746,0.5555555555555556,0.09999999999999999,3.505111111111111
32135,Apple Cider Vinegar & Limeade Drink,Mango Grapefruit Water,4,0.012679896024852597,30,0.09509922018639447,12,0.03803968807455779,0.13333333333333336,0.3333333333333333,3.505111111111111
66985,G Series Fruit Punch Sports Drink,1% Low Fat Chocolate Milk,4,0.012679896024852597,15,0.047549610093197234,24,0.07607937614911559,0.2666666666666667,0.16666666666666666,3.505111111111111
66991,Reduced Fat Sliced Provolone Cheese,Pulled Pork,4,0.012679896024852597,30,0.09509922018639447,12,0.03803968807455779,0.13333333333333336,0.3333333333333333,3.505111111111111
50855,Pitted Prunes,"Peanuts, Extra Large Gourmet Virginia, Salted",5,0.015849870031065746,25,0.07924935015532873,18,0.05705953211183668,0.19999999999999998,0.2777777777777778,3.505111111111111
31902,Grape Chia Kombucha,Millennium Organic Cherry Chia Synergy Kombucha,4,0.012679896024852597,12,0.03803968807455779,30,0.09509922018639447,0.3333333333333333,0.13333333333333336,3.505111111111111
13427,Triple Caramel Chunk Ice Cream,Organic Pappardelle,4,0.012679896024852597,15,0.047549610093197234,24,0.07607937614911559,0.2666666666666667,0.16666666666666666,3.505111111111111
66967,Original Flavor Macaroni & Cheese Dinner,TEN TEN,4,0.012679896024852597,60,0.19019844037278894,6,0.019019844037278896,0.06666666666666668,0.6666666666666666,3.505111111111111
46583,Beggin' Strips Bacon Flavor Dog Snacks,The Original Hot Picante Sauce,4,0.012679896024852597,24,0.07607937614911559,15,0.047549610093197234,0.16666666666666666,0.2666666666666667,3.505111111111111
39209,Apple Cider Vinegar & Limeade Drink,Tamari Black Sesame Brown Rice Crackers,4,0.012679896024852597,30,0.09509922018639447,12,0.03803968807455779,0.13333333333333336,0.3333333333333333,3.505111111111111
60982,Cheese Pizza,Mint Chocolate Chip Grand Ice Cream,4,0.012679896024852597,15,0.047549610093197234,24,0.07607937614911559,0.2666666666666667,0.16666666666666666,3.505111111111111
46041,Cornichons Extra Fine Gherkins Hand-Picked,Cocktail Tomatoes on the Vine,4,0.012679896024852597,12,0.03803968807455779,30,0.09509922018639447,0.3333333333333333,0.13333333333333336,3.505111111111111
7982,Doublewood Single Malt Scotch Whiskey,Organic Raw Kombucha Gingerade,4,0.012679896024852597,8,0.025359792049705194,45,0.14264883027959172,0.5,0.08888888888888889,3.505111111111111
49074,Original Red Raspberry Yogurt,Strawberry Cheesecake Flavored Low Fat Yogurt,4,0.012679896024852597,24,0.07607937614911559,15,0.047549610093197234,0.16666666666666666,0.2666666666666667,3.505111111111111
40871,Millennium Organic Cherry Chia Synergy Kombucha,Grape Chia Kombucha,4,0.012679896024852597,30,0.09509922018639447,12,0.03803968807455779,0.13333333333333336,0.3333333333333333,3.505111111111111
51125,Vanilla Bottles,"Bathroom Tissue Softness & Strength, Double Rolls",4,0.012679896024852597,12,0.03803968807455779,30,0.09509922018639447,0.3333333333333333,0.13333333333333336,3.505111111111111
48909,Organic Strawberry Lowfat Yogurt Smoothie,Marlborough Sauvignon Blanc Wine,5,0.015849870031065746,10,0.03169974006213149,45,0.14264883027959172,0.5,0.1111111111111111,3.505111111111111
3038,Tahitian Vanilla Bean Gelato,Talenti Double Dark Chocolate Gelato,5,0.015849870031065746,41,0.12996893425473913,11,0.03486971406834464,0.1219512195121951,0.4545454545454546,3.497339246119734
18812,Big Eye IPA,Ruination Double India Pale Ale,4,0.012679896024852597,19,0.060229506118049836,19,0.060229506118049836,0.21052631578947367,0.21052631578947367,3.4954016620498614
9544,Low-Fat Strawberry Banana on the Bottom Greek Yogurt,Kiwi Sandia Sparkling Water,4,0.012679896024852597,19,0.060229506118049836,19,0.060229506118049836,0.21052631578947367,0.21052631578947367,3.4954016620498614
22165,Baby Kale Mix,Blue Goodness 100% Fruit Juice Smoothie + Boosts,4,0.012679896024852597,19,0.060229506118049836,19,0.060229506118049836,0.21052631578947367,0.21052631578947367,3.4954016620498614
21475,Plain Goat Milk Yogurt,"Frosted Toaster Pastries, Cherry Pomegran",4,0.012679896024852597,19,0.060229506118049836,19,0.060229506118049836,0.21052631578947367,0.21052631578947367,3.4954016620498614
48011,Fiesta Lime Rice Chips,Light and Lean Macaroni and Cheese,4,0.012679896024852597,19,0.060229506118049836,19,0.060229506118049836,0.21052631578947367,0.21052631578947367,3.4954016620498614
65148,White Sugar Free Peppermint Gum,Cinnamon Raisin Swirl Pre-Sliced Bagels,9,0.02852976605591834,22,0.06973942813668928,37,0.11728903822988651,0.4090909090909091,0.24324324324324326,3.487886977886978
43638,BelVita Golden Oat Breakfast Biscuit Packets,100% Egg Whites,9,0.02852976605591834,22,0.06973942813668928,37,0.11728903822988651,0.4090909090909091,0.24324324324324326,3.487886977886978
24430,Icelandic Style Fat Free Plain Yogurt,Blueberry English Tea Scones,13,0.04120966208077094,49,0.1553287263044443,24,0.07607937614911559,0.2653061224489796,0.5416666666666666,3.4872278911564627
22690,Reduced Fat 4 Cheese Mexican Shredded Cheese,Dark Chocolate Candy,8,0.025359792049705194,66,0.20921828441006785,11,0.03486971406834464,0.12121212121212122,0.7272727272727273,3.4761432506887053
67018,Belgian Golden Ale,Dark Belgian Beer,4,0.012679896024852597,11,0.03486971406834464,33,0.10460914220503392,0.36363636363636365,0.12121212121212122,3.4761432506887053
48630,Gluten Free Vegan Chocolate Chocolate Chip Protein Bar,Cool Touch Coconut Oil & Aloe Facial Tissues,4,0.012679896024852597,33,0.10460914220503392,11,0.03486971406834464,0.12121212121212122,0.36363636363636365,3.4761432506887053
58737,Gourmet French Roast Ground Coffee,Pink Virgin Lemonade,14,0.04437963608698409,41,0.12996893425473913,31,0.09826919419260761,0.3414634146341463,0.4516129032258065,3.4747757671125097
41373,California Veggie Burgers - 4 CT,Natural Sliced Vermont Sharp White Cheddar Cheese,11,0.03486971406834464,27,0.08558929816775503,37,0.11728903822988651,0.4074074074074074,0.2972972972972973,3.4735335335335336
3539,Hawaiian Breeze Solid Air Freshener,Organic Genoa Salami,4,0.012679896024852597,14,0.04437963608698409,26,0.08241932416154188,0.28571428571428575,0.15384615384615385,3.4665934065934065
13386,Organic Half Tea & Half Lemonade,Extra-Thick Scrubber Sponge,4,0.012679896024852597,26,0.08241932416154188,14,0.04437963608698409,0.15384615384615385,0.28571428571428575,3.4665934065934065
49897,Cauliflower Florets,Cheese Ravioli,6,0.019019844037278896,39,0.12362898624231282,14,0.04437963608698409,0.15384615384615385,0.4285714285714286,3.4665934065934065
19076,Philadelphia Garden Vegetable Light Cream Cheese,Rehab Lemonade Tea,4,0.012679896024852597,26,0.08241932416154188,14,0.04437963608698409,0.15384615384615385,0.28571428571428575,3.4665934065934065
55744,Most Wanted California Pinot Grigio White Wine,Italian Sausage & Rigatoni Classic Meal for 2,4,0.012679896024852597,52,0.16483864832308376,7,0.022189818043492043,0.07692307692307693,0.5714285714285715,3.4665934065934065
59389,Hot Link Sausage,Shelled Soybeans Edamame,6,0.019019844037278896,14,0.04437963608698409,39,0.12362898624231282,0.4285714285714286,0.15384615384615385,3.4665934065934065
35071,Total 0% Blueberry Acai Greek Yogurt,LF  RFRIED BLCK BEANS,4,0.012679896024852597,52,0.16483864832308376,7,0.022189818043492043,0.07692307692307693,0.5714285714285715,3.4665934065934065
42340,Special K Original Cereal,"Shrimp, Asparagus & Penne Pasta",4,0.012679896024852597,28,0.08875927217396817,13,0.04120966208077094,0.14285714285714288,0.3076923076923077,3.4665934065934065
34061,Hazelnut Gourmet Coffee Creamer,"Riesling, Colombia Valley, Vintage 2013",4,0.012679896024852597,13,0.04120966208077094,28,0.08875927217396817,0.3076923076923077,0.14285714285714288,3.4665934065934065
18588,Total with Strawberry Yogurt,"Bar, Toffee & Almonds in Milk Chocolate",6,0.019019844037278896,21,0.06656945413047613,26,0.08241932416154188,0.28571428571428575,0.23076923076923078,3.4665934065934065
21451,Organic Bagged Mini Dark Peanut Butter,Black Coffee,4,0.012679896024852597,26,0.08241932416154188,14,0.04437963608698409,0.15384615384615385,0.28571428571428575,3.4665934065934065
7946,Total with Strawberry Yogurt,Synergy Organic Kombucha Gingerberry,6,0.019019844037278896,21,0.06656945413047613,26,0.08241932416154188,0.28571428571428575,0.23076923076923078,3.4665934065934065
48283,Distilled London Dry Gin,Daily Deep Conditioner Triple Moisture®,4,0.012679896024852597,52,0.16483864832308376,7,0.022189818043492043,0.07692307692307693,0.5714285714285715,3.4665934065934065
10476,Garlic Mint Cheese,Brown Fertile Large Grade AA Eggs,12,0.03803968807455779,42,0.13313890826095226,26,0.08241932416154188,0.28571428571428575,0.46153846153846156,3.4665934065934065
50969,"Organic Mango Acai Fruit Leather, 12 Ct",Tangerine Juice,6,0.019019844037278896,39,0.12362898624231282,14,0.04437963608698409,0.15384615384615385,0.4285714285714286,3.4665934065934065
21452,Peanut Butter Chocolate Chip Macrobar,Black Coffee,4,0.012679896024852597,26,0.08241932416154188,14,0.04437963608698409,0.15384615384615385,0.28571428571428575,3.4665934065934065
18744,Lowfat Blueberry Yogurt,Italian Batard,4,0.012679896024852597,14,0.04437963608698409,26,0.08241932416154188,0.28571428571428575,0.15384615384615385,3.4665934065934065
18737,Total with Strawberry Yogurt,Italian Batard,6,0.019019844037278896,21,0.06656945413047613,26,0.08241932416154188,0.28571428571428575,0.23076923076923078,3.4665934065934065
1306,Apricot  Walnut & Coconut Granola Bar,Orange Juice 100% Juice,4,0.012679896024852597,7,0.022189818043492043,52,0.16483864832308376,0.5714285714285715,0.07692307692307693,3.4665934065934065
18740,"Kombucha, Organic Raw, Citrus",Italian Batard,4,0.012679896024852597,14,0.04437963608698409,26,0.08241932416154188,0.28571428571428575,0.15384615384615385,3.4665934065934065
63971,Essentials Organic Green Delight Juice,Boneless & Skinless Wild Alaskan Sockeye Salmon,4,0.012679896024852597,52,0.16483864832308376,7,0.022189818043492043,0.07692307692307693,0.5714285714285715,3.4665934065934065
45477,Simply 100 Pineapple Blended Non-Fat Greek Yogurt,Original Strawberry Banana Yogurt,6,0.019019844037278896,21,0.06656945413047613,26,0.08241932416154188,0.28571428571428575,0.23076923076923078,3.4665934065934065
58182,Stackers Kosher Dill Pickles,Chewy Chocolate Made with Reese's Peanut Butter Cups Cookies,7,0.022189818043492043,58,0.18385849236036264,11,0.03486971406834464,0.1206896551724138,0.6363636363636364,3.4611598746081507
42213,Lady Grey Tea,White Paper Towels,7,0.022189818043492043,22,0.06973942813668928,29,0.09192924618018132,0.3181818181818182,0.2413793103448276,3.4611598746081507
18671,Yoghurt Blueberry,Pretzel In Milk Chocolate Bar,7,0.022189818043492043,29,0.09192924618018132,22,0.06973942813668928,0.2413793103448276,0.3181818181818182,3.4611598746081507
49191,Liver & Chicken Dinner Classic Pate Cat Food,Purina Mixed Grill Classic Pate Cat Food,14,0.04437963608698409,44,0.13947885627337855,29,0.09192924618018132,0.3181818181818182,0.4827586206896552,3.4611598746081507
3381,Yoghurt Blueberry,Herb Slab Bread,7,0.022189818043492043,29,0.09192924618018132,22,0.06973942813668928,0.2413793103448276,0.3181818181818182,3.4611598746081507
23295,"Potato Chips, Original Lightly Salted",Stoned Wheat Thins Crackers,5,0.015849870031065746,19,0.060229506118049836,24,0.07607937614911559,0.2631578947368421,0.20833333333333331,3.458991228070175
67069,Drumsticks,Snickers Ice Cream Bar,10,0.03169974006213149,38,0.12045901223609967,24,0.07607937614911559,0.2631578947368421,0.41666666666666663,3.458991228070175
45354,Light & Fit Strawberry Non Fat Greek Yogurt,Low Fat Key Lime Blended Greek Yogurt,8,0.025359792049705194,73,0.2314081024535599,10,0.03169974006213149,0.10958904109589042,0.8,3.4570958904109585
53836,Light & Fit Strawberry Non Fat Greek Yogurt,Peanut Butter Nutrition Bar,4,0.012679896024852597,73,0.2314081024535599,5,0.015849870031065746,0.05479452054794521,0.8,3.4570958904109585
8492,Big Slice Colby Jack Cheese Slices,Brownberry 100% 12 Grain Bread,13,0.04120966208077094,27,0.08558929816775503,44,0.13947885627337855,0.4814814814814815,0.29545454545454547,3.452003367003367
67078,Raw Whole Milk,Organic French Roast Coffee,4,0.012679896024852597,61,0.1933684143790021,6,0.019019844037278896,0.06557377049180328,0.6666666666666666,3.4476502732240437
45401,Original Cherry Orchard Yogurt,Original Red Raspberry Yogurt,11,0.03486971406834464,42,0.13313890826095226,24,0.07607937614911559,0.2619047619047619,0.45833333333333326,3.442519841269841
5233,Old Rasputin Stout Beer,Black House Coffee Roasty Stout Beer,6,0.019019844037278896,55,0.17434857034172319,10,0.03169974006213149,0.10909090909090911,0.6000000000000001,3.441381818181819
36882,Honey & Maple Turkey Breast,Apple Cinnamon Scones,6,0.019019844037278896,25,0.07924935015532873,22,0.06973942813668928,0.24000000000000002,0.27272727272727276,3.4413818181818185
1150,Cranberry Pomegranate Sparkling Yerba Mate,Kellogg's Pop-Tarts Frosted Strawberry Pastries,6,0.019019844037278896,11,0.03486971406834464,50,0.15849870031065746,0.5454545454545455,0.12000000000000001,3.4413818181818185
1151,Yerba Mate Sparkling Classic Gold,Kellogg's Pop-Tarts Frosted Strawberry Pastries,6,0.019019844037278896,11,0.03486971406834464,50,0.15849870031065746,0.5454545454545455,0.12000000000000001,3.4413818181818185
40607,Green Peas,Spam Original Luncheon Meat,9,0.02852976605591834,55,0.17434857034172319,15,0.047549610093197234,0.16363636363636364,0.6,3.4413818181818185
61788,Drumstick Vanilla Ice Cream Cone,Original Lite Syrup,5,0.015849870031065746,27,0.08558929816775503,17,0.05388955810562353,0.18518518518518517,0.2941176470588236,3.4363834422657957
64736,"Pinot Grigio, Delle Venezie","Dill, Sea Salt & Olive Oil Crackers",5,0.015849870031065746,27,0.08558929816775503,17,0.05388955810562353,0.18518518518518517,0.2941176470588236,3.4363834422657957
979,Cold Brew Coffee,French Vanilla Yogurt Vanilla,5,0.015849870031065746,51,0.1616686743168706,9,0.02852976605591834,0.09803921568627451,0.5555555555555556,3.4363834422657957
31761,Mystic Mango Kombucha,Double Jack IPA,5,0.015849870031065746,27,0.08558929816775503,17,0.05388955810562353,0.18518518518518517,0.2941176470588236,3.4363834422657957
58700,Ham & Swiss with Crackers,Scoops! Corn Snacks,5,0.015849870031065746,9,0.02852976605591834,51,0.1616686743168706,0.5555555555555556,0.09803921568627451,3.4363834422657957
47671,Mozzarella Fine Cut Shredded Cheese,"Plus Downy Clean Breeze Scent Liquid Laundry Detergent, 46 oz, 24 loads Laundry",5,0.015849870031065746,27,0.08558929816775503,17,0.05388955810562353,0.18518518518518517,0.2941176470588236,3.4363834422657957
32178,Sencha Shot Japanese Green Tea,Organic Greek Whole Milk Blended Vanilla Bean Yogurt,5,0.015849870031065746,17,0.05388955810562353,27,0.08558929816775503,0.2941176470588236,0.18518518518518517,3.4363834422657957
35496,Baba Black Lager,"Truffle, Nut Butter, Cacao Almond",5,0.015849870031065746,27,0.08558929816775503,17,0.05388955810562353,0.18518518518518517,0.2941176470588236,3.4363834422657957
15942,Organic Pumpkin,"Special K Sausage, Egg & Cheese Flatbread Breakfast Sandwich",5,0.015849870031065746,51,0.1616686743168706,9,0.02852976605591834,0.09803921568627451,0.5555555555555556,3.4363834422657957
31808,Double Jack IPA,Mystic Mango Kombucha,5,0.015849870031065746,17,0.05388955810562353,27,0.08558929816775503,0.2941176470588236,0.18518518518518517,3.4363834422657957
48064,Fior Di Latte Organic Fresh Mozzarella,Apricot + Vanilla Hand Soap,6,0.019019844037278896,29,0.09192924618018132,19,0.060229506118049836,0.20689655172413796,0.31578947368421056,3.4351361161524503
24456,Icelandic Style Fat Free Plain Yogurt,Strained Non Fat Orange & Ginger Yogurt,8,0.025359792049705194,49,0.1553287263044443,15,0.047549610093197234,0.163265306122449,0.5333333333333334,3.4335782312925174
33178,100% Cranberry Mango Juice,Medium Cheddar Natural Cheese,5,0.015849870031065746,10,0.03169974006213149,46,0.14581880428580485,0.5,0.10869565217391305,3.4289130434782615
54246,Plain Whole Milk Yogurt,"Granola, Veritas, Organic",5,0.015849870031065746,46,0.14581880428580485,10,0.03169974006213149,0.10869565217391305,0.5,3.4289130434782615
23281,Core Hydration Water,Turkey & Chicken Dog Food,5,0.015849870031065746,23,0.07290940214290242,20,0.06339948012426298,0.2173913043478261,0.25,3.4289130434782615
48870,Tofu Scramble,Vanilla Soy Creamer,6,0.019019844037278896,23,0.07290940214290242,24,0.07607937614911559,0.26086956521739135,0.25,3.428913043478261
23294,Core Hydration Water,Stoned Wheat Thins Crackers,6,0.019019844037278896,23,0.07290940214290242,24,0.07607937614911559,0.26086956521739135,0.25,3.428913043478261
54323,Plain Whole Milk Yogurt,Quick Cooking Rolled Oats Irish Oatmeal,7,0.022189818043492043,46,0.14581880428580485,14,0.04437963608698409,0.15217391304347827,0.5,3.428913043478261
44999,Organic Greek Whole Milk Blended Strawberry Yogurt,Greek Whole Milk Blended Blueberry Yogurt,6,0.019019844037278896,23,0.07290940214290242,24,0.07607937614911559,0.26086956521739135,0.25,3.428913043478261
8485,Peanut Butter Dark Chocolate Protein Chewy Bars,Brownberry 100% 12 Grain Bread,11,0.03486971406834464,23,0.07290940214290242,44,0.13947885627337855,0.4782608695652174,0.25,3.428913043478261
48857,Tofu Scramble,All Natural Unsalted Donkey Authentic Tortilla Chips,4,0.012679896024852597,23,0.07290940214290242,16,0.05071958409941039,0.1739130434782609,0.25,3.4289130434782606
64478,Very Berry Flavor Sparking Mineral Water,Multi-Seeds Cracker,4,0.012679896024852597,46,0.14581880428580485,8,0.025359792049705194,0.08695652173913045,0.5,3.4289130434782606
57733,Cultured Cream Cheese,S'mores Luna Bar,4,0.012679896024852597,8,0.025359792049705194,46,0.14581880428580485,0.5,0.08695652173913045,3.4289130434782606
57891,Diet Vanilla Root Beer,The Original Thick Slice with Real Garlic Texas Toast,4,0.012679896024852597,16,0.05071958409941039,23,0.07290940214290242,0.25,0.1739130434782609,3.4289130434782606
13409,Grain Free Turkey Formula Cat Food,Shaved Parmesan Cheese,4,0.012679896024852597,16,0.05071958409941039,23,0.07290940214290242,0.25,0.1739130434782609,3.4289130434782606
22710,Peanut Butter Dark Chocolate Protein Chewy Bars,Chunky Grilled Chicken & Sausage Gumbo Soup,4,0.012679896024852597,23,0.07290940214290242,16,0.05071958409941039,0.1739130434782609,0.25,3.4289130434782606
67089,Spaghetti with Meat Sauce Pasta Meal,Classic Uncured Pepperoni Pizza,4,0.012679896024852597,92,0.2916376085716097,4,0.012679896024852597,0.04347826086956522,1.0,3.4289130434782606
67097,French Vanilla Creme Protein Energy Bars,Protein Energy Bar Triple Chocolate,4,0.012679896024852597,16,0.05071958409941039,23,0.07290940214290242,0.25,0.1739130434782609,3.4289130434782606
67107,Naked Green Machine Boosted Juice Smoothie,Mango Tango Fruit Smoothie,4,0.012679896024852597,46,0.14581880428580485,8,0.025359792049705194,0.08695652173913045,0.5,3.4289130434782606
58755,Chocolate Mousse Ganache Cone,Vitamin D Organic Milk,4,0.012679896024852597,41,0.12996893425473913,9,0.02852976605591834,0.09756097560975609,0.4444444444444445,3.4196205962059616
58754,Gourmet French Roast Ground Coffee,Vitamin D Organic Milk,4,0.012679896024852597,41,0.12996893425473913,9,0.02852976605591834,0.09756097560975609,0.4444444444444445,3.4196205962059616
33588,Grain Free Chicken Formula Cat Food,"Miniature Dog Treats, Chicken Formula",13,0.04120966208077094,40,0.12679896024852597,30,0.09509922018639447,0.325,0.43333333333333335,3.417483333333333
49082,Coconut Blended Low-Fat Greek Yogurt,0% Greek Yogurt Black Cherry on the Bottom,5,0.015849870031065746,22,0.06973942813668928,21,0.06656945413047613,0.2272727272727273,0.2380952380952381,3.414069264069264
16355,Ginger Beer Premium,Organic Harvarti Sliced Cheese,5,0.015849870031065746,22,0.06973942813668928,21,0.06656945413047613,0.2272727272727273,0.2380952380952381,3.414069264069264
32715,Baked Chicken,"White meat chicken, shredded cabbage, julienne yellow carrots and spicy red coconut flavored curry Thai-Style Chicken Spring Rolls",6,0.019019844037278896,37,0.11728903822988651,15,0.047549610093197234,0.16216216216216217,0.4000000000000001,3.410378378378379
12676,Wrigley's Orbit Wintermint Sugar Free Gum- 3 PK,Sesame Stir Fry with Chicken,4,0.012679896024852597,37,0.11728903822988651,10,0.03169974006213149,0.10810810810810811,0.4,3.4103783783783785
31734,Trilogy Kombucha Drink,Salted Peanut In Milk Chocolate Bar,7,0.022189818043492043,59,0.1870284663665758,11,0.03486971406834464,0.11864406779661016,0.6363636363636364,3.4024961479198765
17177,Dark Chocolate Pretzels with Sea Salt,Compostable Lawn & Leaf Bags,4,0.012679896024852597,53,0.16800862232929692,7,0.022189818043492043,0.07547169811320754,0.5714285714285715,3.401185983827493
29,"Deli Fresh Smoked Ham, 97% Fat Free, Gluten Free","Salsa, Roja, Hot",4,0.012679896024852597,7,0.022189818043492043,53,0.16800862232929692,0.5714285714285715,0.07547169811320754,3.401185983827493
3310,"Salsa, Roja, Hot",Whole Wheat Bread,4,0.012679896024852597,53,0.16800862232929692,7,0.022189818043492043,0.07547169811320754,0.5714285714285715,3.401185983827493
56496,Ready Snax Apples  & Cheese with Caramel Dip,Veggie Cheese & Pretzel Snack Pac Prepacked,8,0.025359792049705194,14,0.04437963608698409,53,0.16800862232929692,0.5714285714285715,0.1509433962264151,3.401185983827493
61565,Dark Chocolate Pretzels with Sea Salt,White Stevia Powder,4,0.012679896024852597,53,0.16800862232929692,7,0.022189818043492043,0.07547169811320754,0.5714285714285715,3.401185983827493
67127,Small Curd Low Fat Cottage Cheese,Ibuprofen Liqui-Gels Capsules,4,0.012679896024852597,53,0.16800862232929692,7,0.022189818043492043,0.07547169811320754,0.5714285714285715,3.401185983827493
28,Spinach and Arugula Salad,"Salsa, Roja, Hot",4,0.012679896024852597,7,0.022189818043492043,53,0.16800862232929692,0.5714285714285715,0.07547169811320754,3.401185983827493
42344,Fior Di Latte Organic Fresh Mozzarella,Organic Protein Bar Cocoa Almond,5,0.015849870031065746,29,0.09192924618018132,16,0.05071958409941039,0.1724137931034483,0.3125,3.3993534482758623
